,QUESTION,ENG,TYPE ENTITE,ROLE SEMANTIQUE,COMMENTAIRES
19182,Qui les Bruins éliminent-ils à la septième rencontre ?,Who,Human,,
18010,Qui a écrit l'histoire du mode solo de Portal 2 ?,Who,Human,,
17972,Qui a écrit Comme il vous plaira ?,Who,Human,,
19697,Qui souligne l'importance de la scène de la mort de Boromir dans l'oeuvre de Tolkien ?,Who,Human,,
274,A quel dessinateur les frères Sherman demandent-ils une vision du personnage de Winnie l'ourson ?,Who,Human,,
1529,Combien d'églises a Sélestat ?,How_Many,Measure,,
19604,Qui sont humiliés ?,Who,Human,,
17946,Qui a trouvé Engis 2 ?,Who,Human,,
1518,Combien d'unité de formation et de recherche sont proposés par l'université François-Rabelais ?,How_Many,Measure,,
775,A qui sont attribués les noms d'animaux relevant de la fécondité ?,Who,Human,,
7180,Où s'est joué les quarts de finales ?,Where,Location,,
18700,Qui est le chef de la Ligue de Provence en 1585 ?,Who,Human,,
648,A qui André Citroën rend-il visite afin d'en apprendre plus sur les usines américaines?,Who,Human,,
18997,Qui est victime de harcèlement?,Who,Human,,
1258,Avec qui il prend contact à Orléans ?,Who,Human,,
18491,Qui est chargé d'animer le personnage réalisé par Joe Grant ?,Who,Human,,
19691,Qui souhaite écrire des comédies sérieuses et morales?,Who,Human,,
10315,Quand le film The Mad Dog est-il sorti en salle ?,When,Time,,
18766,Qui est le futur producteur d'Oasis ?,Who,Human,,
8070,Pour qui sont les lieux de cultes protestants à Sélestat ?,Who,Human,,
1739,Combien de femmes sont aujourd'hui docteur de l'Église ?,How_Many,Measure,,
519,A quelle femme d'un pays nordique est comparé Zamora ?,0,Human,,
19872,Qui était le compétiteur le plus important de Hinault dans le tour ?,Who,Human,,
17583,Qui Pie IX excommunie-t-il ?,Who,Human,,
7377,Où sont gardés les oeuvres de la Renaissance de Sélestat ?,Where,Location,,
1262,Avec qui l'université Fordham tire-t-elle de forts liens ?,Who,Human,,
10363,Quand le temple secondaire Hokke-dō est il achevé ?,When,Time,,
19620,Qui sont les chanteurs principaux des Stranglers Mark I ?,Who,Human,,
1583,Combien de Mega-CD ont été vendus à la fin de l'année 1994 ?,How_Many,Measure,,
19382,Qui publie chansons et contes sur Merlin?,Who,Human,,
9834,Quand apparaissent les premières infirmières laïques ?,When,Time,,
18694,Qui est le bourgmestre depuis 2009 ?,Who,Human,,
18161,Qui attribue trois étoiles et demi à l'album ?,Who,Human,,
7570,Par qui est résumé l'article ?,Who,Human,,
154,A partir de quelle année le mot automobile est-il utilisé au féminin?,When,Time,,
1401,Combien d'années est resté Orr aux Bruins ?,How_Many,Measure,,
6152,En quelle année le lycée hôtelier se compose de 185 élèves ?,When,Time,,
18417,Qui entraîne les Maroons ?,Who,Human,,
10173,Quand l'équipe de football américain de Fordham a-t-elle gagnée sa réputation ?,When,Time,,
18314,Qui dirige les dessins de la mythologie grecque ?,Who,Human,,
17647,Qui a constaté la présence d'une industrie du fer ?,Who,Human,,
18717,Qui est le cousin des filles Bennet ?,Who,Human,,
7119,Où meurt Jean le Bon ?,Where,Location,,
1631,Combien de buts sont inscrits en seconde période ?,How_Many,Measure,,
7578,Par qui fut rejeté Olaf ?,Who,Human,,
7048,Où le film a-t-il été tourné ?,Where,Location,,
7431,Où va la compagnie après être descendue des montagnes ?,Where,Location,,
19426,Qui remplace Habib Bourguiba en son absence ?,Who,Human,,
17945,Qui a traduit pour la première fois la bible en langue nauruane?,Who,Human,,
10155,Quand l'habitat en ce lieu a-t-il été abandonné ?,When,Time,,
211,A quand remonte la domestication des poules en Mésopotamie ?,When,Time,,
1289,Avec qui s'oppose Cavour ?,Who,Human,,
19177,Qui le premier fait usage de l'expression « luxuriance » ?,Who,Human,,
18932,Qui est pendu à cause d'un vol?,Who,Human,,
20653,À qui les pairs de France refusent-ils de donner la couronne ?,Who,Human,,
17911,Qui a réalisé des aquarelles de la ville de Rothenburg et quand l'ont-ils fait ?,Who,Human,,
2081,Combien de réseaux hydrologiques y a-t-il sur le mont saint helens ?,How_Many,Measure,,
10180,Quand la Belgique capitule-t-elle ?,When,Time,,
17593,Qui Tolkien n'a-t-il jamais évoqué comme source ?,Who,Human,,
18720,Qui est le coéquipier de Michael Schumacher qui termine à plus d'une seconde de Coulthard ?,Who,Human,,
1202,Avec qui Brabham faisait ces courses dans cette saison ?,Who,Human,,
18200,Qui compare Pinocchio a Blanche-Neige ?,Who,Human,,
6916,Où est tué Dengitzic ?,Where,Location,,
1242,Avec qui Nikolaus Otto travaille-t-il pour Deutz AG?,Who,Human,,
200,A quand remonte l'invention de la première magnéto d'allumage basse tension?,When,Time,,
10191,Quand la Première guerre balkanique éclate-t-elle ?,When,Time,,
18225,Qui constitue une telle armée ?,Who,Human,,
1259,Avec qui jouait Hume sur l'Olympic?,Who,Human,,
19366,Qui propose que les désignations numériques soient remplacées par les noms de Titan ?,Who,Human,,
9719,Quand a eu lieu la période des Royaumes combattants ?,When,Time,,
9939,Quand est lancée la construction d'une nouvelle salle ?,When,Time,,
18016,Qui a écrit la version initiale du Médecin malgré lui?,Who,Human,,
9604,Quand Nauru développe ses équipements et infrastructures ?,When,Time,,
18585,Qui est l'auteur de cet hymne selon la légende ?,Who,Human,,
6722,Où Mustapha campe-t-il ?,Where,Location,,
10258,Quand la superficie de la propriété est-elle diviser par deux ?,When,Time,,
9824,Quand a-t-on analysé l'ADN d'un néandertaliens?,When,Time,,
10471,Quand ouvre le tronçon Villiers - Père Lachaise?,When,Time,,
7121,Où meurt le colonel Chabert ?,Where,Location,,
7559,Par qui est déclenchée la guerre romano-étrusque ?,Who,Human,,
7363,Où sont apparus les premiers bovins ?,Where,Location,,
145,A partir de quelle altitude loge la sittelle bleue ?,,Measure,,
10361,Quand le temple  a-t-il été reconstruit presque intégralement ?,When,Time,,
1444,Combien d'espèces d'essences florales composent ces paysages dunaires ?,How_Many,Measure,,
6234,En quelle anée Hinault se déclare-t-il en faveur du rééquilibrage hormonal ?,When,Time,,
5841,En quelle année Venizelos a-t-il rendu public une proclamation?,When,Time,,
18627,Qui est l'un des principaux garants de l'héritage de Milne?,Who,Human,,
5498,Depuis quand l'hôtel des postes est-il inscrit aux monuments historiques ?,When,Time,,
5776,En quelle année David Golder reparait-il ?,When,Time,,
18020,Qui a écrit le Château d'Indolence?,Who,Human,,
18160,Qui attribue quatre étoiles à l'album ?,Who,Human,,
1828,Combien de lignes comportait le projet initial ?,How_Many,Measure,,
17748,Qui a fini le travail entrepris aux VIe et VIIe siècles ?,Who,Human,,
19924,"Qui, le poleman, avait-il peur de voir battre son temps ?",Who,Human,,
19306,Qui pense que le livre manque d'unité thématique?,Who,Human,,
6030,En quelle année fut construit le monument en mémoire de Coppi à Turin?,When,Time,,
9868,Quand commencèrent les courses hippiques italiennes ?,When,Time,,
692,A qui appartenaient les livres de la liste ?,Who,Human,,
1633,"Combien de bâtiments composent ""Place d'Afrique""?",How_Many,Measure,,
312,A quel moment de la journée se passent les formations ?,When,Time,,
6028,En quelle année fut bâti l'hôtel particulier ?,When,Time,,
18467,Qui est Vegtamr ?,Who,Human,,
10084,Quand est-ce que les conclusions sur les observations de 2016 sont publiées ?,When,Time,,
18809,Qui est le personnage principal dans Un amour de Coccinelle?,Who,Human,,
19248,Qui occupait les terres de Charles de Navarre avant que celui-ci ne les récupère ?,Who,Human,,
18773,Qui est le gardien de la franchise des Bruins ?,Who,Human,,
18073,Qui a été à la tête du Front intersyndical?,Who,Human,,
9478,Quand Cassini prend elle des photographies de haute résolution de la surface de la lune ?,When,Time,,
7277,Où se situe le garage-atelier de la ligne 2 ?,Where,Location,,
18253,Qui célèbre les funérailles de Catherine de Sienne ?,Who,Human,,
19738,Qui transmet la variole à Charley et à Esther ?,Who,Human,,
508,A quelle domaine se limite la définition du Burnout selon Maslach ?,0,Abstract,,
6703,Où Hinault va-t-il améliorer son aérodynamisme ?,Where,Location,,
1654,Combien de carènes sont présentes sur le dos de la tortue luth ?,How_Many,Measure,,
10526,Quand soixante dix-sept chimistes firent-ils un pèlerinage pour célébrer le centenaire de la chimie ?,When,Time,,
9731,Quand a eu lieu le pacte germano-soviétique ?,When,Time,,
6020,En quelle année est-ce que le théàtre de la Maestranza est ouvert au public?,When,Time,,
18390,Qui détenait la coupe de France avant Lille ?,Who,Human,,
20644,À qui est dédié le Pré De Beijine ?,Who,Human,,
10035,Quand est-ce que a disparu cette technique?,When,Time,,
18223,Qui constituait l'appui local des chercheurs lors des expéditions ?,Who,Human,,
19622,Qui sont les concurrents des Goréens?,Who,Human,,
9610,Quand Olga et Georges se rencontrent-t-ils ?,When,Time,,
9984,Quand est sorti le livre Voyage du Jeune Anacharsis ?,When,Time,,
1065,Au moins combien de fois est-ce que les Bruins et les Canadiens se sont affrontés lors de la saison 2009-2010?,How_Many,Measure,,
1640,Combien de camions Berliet sont envoyés sur le front?,How_Many,Measure,,
18761,Qui est le fondateur du musée des Beaux-Arts du Touquet-Paris-Plage ?,Who,Human,,
6905,Où est située Alalia ?,Where,Location,,
10222,Quand la légende Arthurienne rencontre-t-elle un grand succès ?,When,Time,,
1660,Combien de chambre comporte un jeu d'écluses?,How_Many,Measure,,
18181,Qui bat les Etrusques près de Volterra ?,Who,Human,,
1675,Combien de chevaux meurent en franchissant la Highway 12 en 1989?,How_Many,Measure,,
680,A qui Mrs Bennet souhaite-t-elle voir Elizabeth mariée ?,Who,Human,,
6926,Où est-ce qu'on retrouve encore aujourd'hui cette érosion par solifluxion ?,Where,Location,,
19673,Qui sont les victimes de la violence des SS parmi les membres du personnel du camp?,Who,Human,,
5042,De quelle origine sont les travailleurs forcés de construire la piste d'atterrissage ?,Where,Location,,
1667,Combien de chanoines résident à la collégiale fondée par Imbert de Batarnay ?,How_Many,Measure,,
285,A quel genre appartiennent les livres de Dick Francis ?,0,Abstract,,
1802,Combien de juments enceintes sont écrasées par des voitures de la highway 12 en 1989?,How_Many,Measure,,
2273,Combien de victimes l'incident a-t-il fait ?,How_Many,Measure,,
6684,Où Coppi aurait-il pu récupérer ses 13 secondes de retard ?,Where,Location,,
19871,Qui était le choix numéro un de Tom Walkinshaw pour le Grand Prix du Japon ?,Who,Human,,
10275,Quand le Grand Tour a-t-il été publié ?,When,Time,,
19203,Qui marque un meilleur temps que Nico Rosberg ?,Who,Human,,
267,A quel chapitre les récits à la troisième et à la première personne se rejoignent-ils ?,0,Reference,,
9617,Quand Pierre-Alain Frau a-t-il rejoint l'équipe lilloise ?,When,Time,,
18871,Qui est le rival de Coppi?,Who,Human,,
18011,Qui a écrit l'épilogue de Prométhée ou la vie de Balzac ?,Who,Human,,
18747,Qui est le favori du Tour 1979,Who,Human,,
17746,Qui a fait une assertion sur les gens destinés au meurtre ?,Who,Human,,
4522,De combien a évolué sa population lors de la deuxième moitié du XXe siècle ?,How_Many,Measure,,
2224,Combien de temps s'est écoulé entre les deux doublés ?,How_Many,Measure,,
119,A partir de quand la cryptologie devient une branche des mathématiques appliquées ?,When,Time,,
18141,Qui arrive à suivre Coppi à partir de la Crespera ?,Who,Human,,
18477,Qui est arrêté pour le meurtre de Tulkinghorn ?,Who,Human,,
17659,Qui a créé Public Citizen?,Who,Human,,
19130,Qui inscrit le but de l'équipe de Montréal lors du premier match ?,Who,Human,,
17575,Qui Mary épouse-t-elle ?,Who,Human,,
6005,En quelle année est sorti le film Dumbo ?,When,Time,,
1424,Combien d'avions bombardent Cologne le 30 mai 1942 ?,How_Many,Measure,,
19179,Qui les Britanniques ciblaient-ils en Ethiopie ?,Who,Human,,
19423,Qui remet en question la victoire de Coppi?,Who,Human,,
19226,Qui n'aime pas le livre Amelia et le considère comme mort?,Who,Human,,
4609,De quand date l'écriture des Etrusques ?,When,Time,,
17907,Qui a ruiné la Grande Bretagne selon JJ Burnel ?,Who,Human,,
9740,Quand a eu liu la conférence de Téhéran ?,When,Time,,
9668,Quand William Harris est-il arrivé sur Nauru?,When,Time,,
2271,Combien de ventes totales ont été faites pour cet album ?,How_Many,Measure,,
9609,Quand Olga est-elle née ?,When,Time,,
6458,Jusqu'à où remonteraient les origines de Sélestat ?,Where,Location,,
707,A qui est acheté le terrain pour construire une école maternelle à Paris-Plage ?,Who,Human,,
6939,Où est-ce que Trimmer a installé sa première école du Dimanche ?,Where,Location,,
18209,Qui confirme que la France est battue le 15 juin 1940 ?,Who,Human,,
5245,De qui se rapprochent souvent les archevêques des grandes métropoles de Germanie ?,Who,Human,,
6053,En quelle année l'académie protestante du Béarn est-elle devenue une université ?,When,Time,,
51,A dessus de quelle ligne passe la ligne 3 à Saint-Lazare ?,0,TransportLine,,
10089,Quand est-ce que les juifs sont chassés de Sélestat ?,When,Time,,
2295,Combien de voiles du navires furent retrouvées ?,How_Many,Measure,,
19142,Qui interprète un chant funèbre ?,Who,Human,,
9615,Quand Phillipe Zinda Kaboré meurt-il?,When,Time,,
7088,Où les Stranglers s'enferment ils pour écrire leur album ?,Where,Location,,
19036,Qui est à la tête de la construction du Forum de Montréal ?,Who,Human,,
10293,Quand le brevet sur la transmission articulé est-il déposé?,When,Time,,
19422,Qui remet en cause les travaux de R.E. Green ?,Who,Human,,
1085,"Au total, sur combien de présidences se succèdent les huit présidents différents entre 1995 et 2007?",How_Many,Measure,,
4532,De combien d'hectares le Tōdai-ji est il doté ?,How_Many,Measure,,
19071,Qui fait exploser la poudrière ?,Who,Human,,
18442,Qui est Fred Distelhorst ?,Who,Human,,
2149,Combien de temps a été nécessaire à la création d'une carte ?,How_Many,Measure,,
9489,Quand Cavour réalise-t-il le connubio ?,When,Time,,
18644,Qui est la femme de Churchill ?,Who,Human,,
6715,Où Melenik exerce-t-il son influence ?,Where,Location,,
1265,Avec qui la reine entretient-elle une importante correspondance ?,Who,Human,,
6670,Où Chris Jericho s'est-il blessé lors de Smackdown ?,Where,Location,,
2168,Combien de temps dure la bataille ?,How_Many,Measure,,
19251,Qui occupe les deux postes les plus importants de l'armée en décembre 1998?,Who,Human,,
10464,Quand ont été initiés les ateliers de formation ?,When,Time,,
2183,Combien de temps dure le match entre les dix catcheurs lors du Money in the Bank ladder match ?,How_Many,Measure,,
2039,Combien de points remporte le premier d'un Grand Prix ?,How_Many,Measure,,
7151,Où peut-on retrouver les statues cultuelles monumentales ?,Where,Location,,
9921,Quand est diffusée la critique du poème ?,When,Time,,
5501,Depuis quand la chasse n'est plus l'activité première pour se nourrir ?,When,Time,,
7561,Par qui est faite l'Histoire selon Churchill ?,Who,Human,,
8066,Pour qui les déclarations de Périllier sont particulièrement étonnantes ?,Who,Human,,
6158,En quelle année le nombre total de spécimens collectés est devenu égal 10 ?,When,Time,,
1936,Combien de pavillons composent la Place du Futur?,How_Many,Measure,,
18868,Qui est le père de Merlin?,Who,Human,,
1796,Combien de jours de marche faut-il pour attendre les frontières du parc en passant par Ritsem ?,How_Many,Measure,,
7384,Où sont les autres infrastructures sportives hors de la zone du Grubfeld de Sélestat ?,Where,Location,,
7134,Où ont été trouvées les deux femmes néandertaliennes ?,Where,Location,,
19322,Qui permet à Lille de revenir au score ?,Who,Human,,
9873,Quand des morceaux du Pré de Béjine ont été retrouvés ?,When,Time,,
18449,Qui est Howard Lincoln ?,Who,Human,,
20,"A cette époque, en quelle matière sont construits les chalets et hôtels détruits par incendie ?",0,Material,,
7407,Où travaillait Christophe Deniau ?,Where,Location,,
18843,Qui est le propriétaire de la Lieutenance lors de son remaniement?,Who,Human,,
5760,En quelle année Beau de Rochas dépose-t-il un brevet?,When,Time,,
1261,Avec qui l'orchestre est sous contrat ?,Who,Human,,
10465,Quand ont été refaites les mosaïques des thermes de taille moyenne proches du théâtre?,When,Time,,
9825,Quand a-t-on constaté des tâches de résidus blancs sur la coque du Vasa ?,When,Time,,
18076,Qui a été élu joueur de l'année en 2007 ?,Who,Human,,
1610,Combien de blanchissages est-ce que Brimsek parvient à faire avant la fin de la saison ?,How_Many,Measure,,
17623,Qui a animé les séquences entre Dumbo et sa maman ?,Who,Human,,
485,A quelle date le pays dépose les armes ?,When,Time,,
7016,Où l'école Kei s'installe-t-elle en 1210 ?,Where,Location,,
2198,Combien de temps faut-il pour expédier les produits de Carbane vers Ziguinchor?,How_Many,Measure,,
19058,Qui et quand peut-on percevoir la planète naine à oeil nu ?,Who,Human,,
10536,Quand sont octroyées ces quelques mesures libérales ?,When,Time,,
19885,Qui était le médecin personnel de Churchill ?,Who,Human,,
7006,Où l'album est il publié ?,Where,Location,,
6201,En quelle année paraît L'Apprenti sorcier ?,When,Time,,
4664,De quand datent les ossements d'Espagne ?,When,Time,,
1933,Combien de patients de l'hôpital Saint-Jacques sont mort de la grippe ?,How_Many,Measure,,
7382,Où sont insérés les petits osselets de la carapace de la tortue luth ?,Where,Location,,
324,A quel moment les panneaux de mosaïques ont été endommagés ?,When,Time,,
20222,Sur quelle période les études ont été réalisées ?,0,Time,,
1630,Combien de buts se prend Brimsek auquel des 4 premières rencontres ?,How_Many,Measure,,
9726,Quand a eu lieu la violation des frontières ?,When,Time,,
6076,En quelle année la Grande Bretagne subit-elle une crise économique ?,When,Time,,
1478,Combien d'hommes comprend l'armée de Gobezé ?,How_Many,Measure,,
397,A quel âge Fielding commence-t-il à travailler le droit?,0,Measure,,
9771,Quand a été annoncée la sortie d'une version miniaturisée ?,When,Time,,
2226,Combien de temps se donne McCann pour que ses investissements portent leurs fruits ?,How_Many,Measure,,
10455,Quand ont lieu les faits décrits dans La Folie de Suibhne ?,When,Time,,
10172,Quand l'église Sainte-Jeanne-d'Arc a-t-elle était ouverte au culte ?,When,Time,,
2268,Combien de types de racines peut-on compter selon  Édouard Kloczko?,How_Many,Measure,,
18382,Qui démenti l'aspect primaire de la forêt ?,Who,Human,,
10291,Quand le Zénith de Pau a-t-il été inauguré ?,When,Time,,
14,A cause de quoi la pression du magma dacitique dans le cratère de saint helens chute-t-elle ?,0,Thing,,
6915,Où est supposé être placé le foyer national juif?,Where,Location,,
19635,Qui sont les deux personnages les plus caractéristiques de la période ottonienne ?,Who,Human,,
7246,Où se situe l'action de Splendeur et misère des courtisanes ?,Where,Location,,
18362,Qui déclare que Stravinsky accueille favorablement l'interprétation de sa musique ?,Who,Human,,
2312,Combien de voussoirs comportent les anneaux utilisés par la section en alignement?,How_Many,Measure,,
18334,Qui domainait le football écossais de 1890 à 2018 ?,Who,Human,,
5959,En quelle année construit-on de nouveaux bâtiments pour faire face aux problèmes de l'hôpital Saint-Jacques ?,When,Time,,
17726,Qui a essayé de comparer les premières études du burnout ?,Who,Human,,
18825,Qui est le premier capitaine du club ?,Who,Human,,
5816,En quelle année Munro a-t-il participé aux JO ?,When,Time,,
646,A quels siècles fait référence la période Ottonienne ?,Where,Location,,
6755,Où a lieu le défilé militaire ?,Where,Location,,
7093,Où les critiques sont elles mitigées ?,Where,Location,,
9621,Quand Publius Cornelius Scipio est-il mort ?,When,Time,,
9932,Quand est intervenu le dernier avatar de la publication des documents de Churchill ?,When,Time,,
10427,Quand les ventes atteignent-elles leur maximum ?,When,Time,,
5839,En quelle année Valerie Pécresse a-t-elle fait campagne pour les élections régionales ?,When,Time,,
4660,De quand datent les fragments d'enduits ?,When,Time,,
10131,Quand l'UIAA a lancé l'initiative d'une liste officielle des 4 000 ?,When,Time,,
19718,Qui suggéra l'idée de la couleur bordeaux ?,Who,Human,,
10504,Quand se déroulent les deux premières rencontres de la saison 2010-2011 ?,When,Time,,
9469,Quand Boromir quitte-t-il Minas Tirith ?,When,Time,,
30,A combien de journaux électroniques les bibliothèques de Fordham sont elles abonnées ?,How_Many,Measure,,
18947,Qui est reponsable aujourd'hui de l'héliport?,Who,Human,,
43,"A combien le STIF fixe-t-il la limite de ""confort"" ?",How_Many,Measure,,
6891,Où est situé l'un des lieux les plus symboliques du sport à Fordham ?,Where,Location,,
17592,Qui Thomson rencontre-t-il en 1748 ?,Who,Human,,
6490,Jusqu'à quelle extrémité Dorothy Thompson a-t-elle du aller lors du spectacle ?,0,Abstract,,
19394,Qui rachète American Motors en premier?,Who,Human,,
2360,Combien mesure la surface totale des ateliers ?,How_Many,Measure,,
7162,Où reposent les officiers de marine néerlandais ?,Where,Location,,
5808,En quelle année Maslach publie t-elle son article sur l'épuisement professionnel ?,When,Time,,
10399,Quand les deux pamphlets dans Household Words sont-ils publiés ?,When,Time,,
95,"A part la vision animalière, quelle est l'autre approche du film ?",0,Abstract,,
17701,Qui a déclaré que les Chrétiens transforment vos cicatrices en étoiles ?,Who,Human,,
1060,Au final combien d'exemplaires de cette console ont été vendus ?,How_Many,Measure,,
7448,Où étaient rangés les livres de l'abbé ?,Where,Location,,
18587,Qui est l'auteur de l'Histoire naturelle ?,Who,Human,,
404,A quel âge Zamora met fin à sa carrière de joueur ?,0,Measure,,
19025,Qui est à l'origine du Taylorisme?,Who,Human,,
10159,Quand l'oeuvre de Balzac est-elle mise à l'Index ?,When,Time,,
5759,En quelle année Barbey d'Aurevilly encense-t-il Balzac ?,When,Time,,
19521,Qui s'opposa à Marius lors de la première guerre civile ?,Who,Human,,
18448,Qui est Harold Nicolson pour Churchill ?,Who,Human,,
9523,Quand Darwin a-t-il publié son livre ?,When,Time,,
143,A partir de quel siècle commence-t-on à réaliser des fouilles de basiliques?,When,Time,,
2054,Combien de prix le championnat du Monde des constructeurs comporte-t-il?,How_Many,Measure,,
19535,Qui s'oppose à ce que Maurice soit nommé secrétaire adjoint?,Who,Human,,
9447,Quand  Shōmu renonce-t-il au trône ?,When,Time,,
9462,Quand Balzac va-t-il prendre des notes à Dresde ?,When,Time,,
19308,Qui pense que les pays tels que l'Inde ou la Chine favorisent l'industrie automobile?,Who,Human,,
9660,Quand Victor-Emmanuel II rappelle-t-il Cavour ?,When,Time,,
18557,Qui est l'amie d'Elizabeth ?,Who,Human,,
10115,Quand fut inauguré le premier prolongement ?,When,Time,,
5928,En quelle année a-t-on décidé de rajouter un embranchement à la ligne 7 ?,When,Time,,
19273,Qui part en Asie pour témoigner de cette situation ?,Who,Human,,
333,A quel mouvement politique appartient le sauveur de Zamora ?,0,Abstract,,
568,A quelle place le Celtic termine-t-il le championnat ?,0,Measure,,
4586,De combien serait réduit l'effectif des forces américaines en Grande Bretagne et Afrique du Nord en cas de retour de la 9e division ?,How_Many,Measure,,
18067,Qui a été promu en National en 2010-2011 ?,Who,Human,,
17784,Qui a introduit la motion adoptée à l'unanimité le 2 juillet ?,Who,Human,,
1197,Avec qui Anne Teresa De Keersmaeker dansait elle avant 1985 ?,Who,Human,,
2251,Combien de touristes sont passés par l'aéroport de Rotterdam ?,How_Many,Measure,,
10010,Quand est-ce qu'une industrie du fer dans les monts Elbourz a été découverte?,When,Time,,
10077,Quand est-ce que le roi est apparu en terre sainte ?,When,Time,,
19115,Qui garde le taux des allocations?,Who,Human,,
1066,Au niveau de quelle entrée se situe le pont des Amériques?,Where,Location,,
7314,Où se trouve Mrs Philips dans la société de Meryton ?,Where,Location,,
7498,Par quel moyen le gouvernement favorise-t-il la diésélisation?,Comment,Comment,,
1459,Combien d'exemplaires du Hobbit ont été vendus en 2008 ?,How_Many,Measure,,
17947,Qui a tué Izz al-Din al-Qassam?,Who,Human,,
102,A partir de quand Churchill est-il père de la Chambre ?,When,Time,,
9685,Quand Yohannes meurt-il ?,When,Time,,
9821,Quand a été écrit the Servant's Friend ?,When,Time,,
9712,Quand a eu lieu la deuxième bataille de Yohannes contre les Egyptiens ?,When,Time,,
5932,En quelle année a-t-on enlevé l'embranchement au nord?,When,Time,,
9643,Quand Thomson a-t-il écrit L'Automne ?,When,Time,,
17685,Qui a dit que Chell allait vieillir vite ?,Who,Human,,
321,A quel moment du roman Pip part secourir quelqu'un?,When,Time,,
5862,En quelle année a commencé le Français Aubertot à profiter des gaz sortants du guelard ?,When,Time,,
2382,Combien y a t-il de Lillois dans l'équipe de l'année ?,How_Many,Measure,,
18987,Qui est un esthète décadent et un redoutable parasite ?,Who,Human,,
10375,Quand les Etrusques ont-ils acquis un système d'écriture ?,When,Time,,
244,A quand remonte les premiers indices d'occupation ?,When,Time,,
17636,Qui a choisi le casting ?,Who,Human,,
369,A quel romancier appartient Les Enfants terribles ?,Who,Human,,
671,A qui McMahon a il écrit en 1915?,Who,Human,,
18254,Qui d'autre vante les qualités de Great Expectations?,Who,Human,,
17927,Qui a réclamé deux fois la somme de 100 000 euros de dommages-intérêts ?,Who,Human,,
811,A quoi aident les nageoires de la tortue luth ?,What,Thing,,
10090,Quand est-ce que les travaux du Celtic Park se terminent?,When,Time,,
18521,Qui est en charge de prendre la déposition d'Elizabeth?,Who,Human,,
10218,Quand la ligne 1 bis fonctionne-t-elle ?,When,Time,,
17970,Qui a écrit Clarissa?,Who,Human,,
327,A quel moment ressurgit la polémique sur le continent américain ?,When,Time,,
19199,Qui marque le but de la victoire pour les Maroons ?,Who,Human,,
2204,Combien de temps fut laissé à Hadji-Abdallah pour se rendre ?,How_Many,Measure,,
19365,Qui prononce la sanction de Zamora après son mensonge ?,Who,Human,,
431,A quelle altitude est situé le monastère ?,0,Measure,,
19398,Qui raconte ses aventures de jeunesse à la première personne?,Who,Human,,
18749,Qui est le favori du roi en 1353 ?,Who,Human,,
201,A quand remonte l'écriture de Frankenstein ?,When,Time,,
9499,Quand Churchill démissionne-t-il ?,When,Time,,
17928,Qui a rédige les Icelandic Journals ?,Who,Human,,
6034,En quelle année fut créées les 200 guinées Stakes ?,When,Time,,
18324,Qui dit que les garçonnes osent les mêmes indécences que les hommes ?,Who,Human,,
10379,Quand les Grecs ont-ils débarqué?,When,Time,,
6717,Où Merlin reste-t-il à jamais ?,Where,Location,,
19137,Qui inscrit le seul but de la partie lors du second match ?,Who,Human,,
19916,Qui était à la tête du gouvernement provisoire grec ?,Who,Human,,
5247,De qui sont formées les sœurs de la Pénitence de saint Dominique ?,Who,Human,,
1603,Combien de bateaux constituaient la flotte de transport ?,How_Many,Measure,,
4596,De quand date Faust?,When,Time,,
19683,Qui souffre de la maladie de la goutte?,Who,Human,,
19496,Qui s'est aperçu qu'elle aurait accepté Mr Collins si ce dernier lui avait demandé ?,Who,Human,,
1119,Avec cette rénovation de l'ordre des prêcheurs que devient Raymon de Capoue ?,How_Many,Measure,,
6107,En quelle année la première version traduite est-elle publiée ?,When,Time,,
1720,Combien de dalers furent perdu avec le naufrage du Vasa ?,How_Many,Measure,,
10501,Quand se déroule la série Azilis de Valérie Guinot ?,When,Time,,
1819,Combien de km2 un tiers de l'Italie représente-t-il ?,How_Many,Measure,,
7327,Où se trouve la direction en charge des télécommunications et du réseau informatique ?,Where,Location,,
18288,Qui devient champion olympique de water-polo aux Jeux Olympiques d'été de 1924 à Paris ?,Who,Human,,
6009,En quelle année est sortie Kingdom Hearts: Chain of Memories ?,When,Time,,
731,A qui l'université de Pékin est elle affiliée ?,Who,Human,,
1880,Combien de moines accueillait le temple aux époques antiques et médiévale ?,How_Many,Measure,,
9531,Quand Disney affirme-t-il qu'il ne souhaite pas amasser une fortune personnelle ?,When,Time,,
17645,Qui a confirmé les dires de Höss dans son livre ?,Who,Human,,
1906,Combien de navires a utilisé Olaf pour livrer de nouveau la bataille ?,How_Many,Measure,,
1921,Combien de pages contient le dictionnaire de poche Nauruan-allemand?,How_Many,Measure,,
6196,En quelle année on été présentée les deux nouvelles lignes ?,When,Time,,
7365,Où sont basés les Rhètes ?,Where,Location,,
18604,Qui est l'auteur du livre évoqué dans le texte ?,Who,Human,,
17752,Qui a fondé la LDA ?,Who,Human,,
6844,Où est enterré le trésor de Merlin ?,Where,Location,,
5958,En quelle année commença le Derby d'Epsom ?,When,Time,,
17867,Qui a produit Fantasia ?,Who,Human,,
789,A quoi Balzac a-t-il recourt ?,What,Thing,,
4641,De quand date le plus vieux monument de Sélestat ?,When,Time,,
